xi,xj,LLM_model
The dog wagged,"The dog wagged its tail.""

It was a familiar sight to someone who was in the area, which would have been a shame for Stott, who was still wearing his yellow tracksuit and blue t-shirt that read ""I am",GPT-2
The dog wagged,"The dog wagged his tail.
I think it's a dog.",OPT
With a smile,"With a smile as wide as the Grand Canyon, former New Jersey Gov. Chris Christie, the GOP’s presidential frontrunner, announced that he will accept a Democratic nomination next month for president. The announcement is a big moment for Christie, who for",GPT-Neo
With a smile,"With a smile on her face, she looked at me with a kind of sad look from across the room. We made our way back to the tent together. The sun went down a few hours behind us. It was the perfect setting to meet the",GPT-2
With a smile,"With a smile on his face, the man who has been in the spotlight for the past few months, has been spotted in the company of his wife and daughter.

The actor, who is currently shooting for his upcoming film, ‘",OPT
The wind howled,"The wind howled, the thunder roared, the rain poured, and all the elements joined in, pouring down upon these desperate men, upon the brave women who held them at bay. Their arms were tied in front of them, their legs tied behind",GPT-Neo
The wind howled,"The wind howled to a high pitch. They stood there, still. The wind beat them, crushing them.

""You'll find your friends and your home, young man,"" said Naga the girl's father, Nala, leaning",GPT-2
The wind howled,"The wind howled and the rain poured down.
The rain was so heavy that it was almost impossible to see.
The wind was howling and the rain was pouring down.
The rain was so heavy that it was almost impossible to",OPT
As night approached,"As night approached, they were forced to retreat from the town and return to
camp near the mouth of the river.

The party was attacked at daybreak by a body of the enemy, who came down from
the hills in a strong",GPT-Neo
As night approached,"As night approached, I realized that the sky beneath me was now an orange glow. The moonlight began to fade, the sound of its footsteps wavering to the sides.

""Hello, dear. Can I ask you something?"" And",GPT-2
As night approached,"As night approached, the crowd grew restless.
The air was thick with the smell of alcohol and the smell of sweat.
The crowd was restless.
The air was thick with the smell of alcohol and the smell of sweat.
The",OPT
The fire flickered,"The fire flickered, then died down. It's a long time since a fire had raged so hotly on the other side of the horizon.

It's a long time since we've had this sort of thing – a blazing fire in",GPT-Neo
The fire flickered,"The fire flickered, forcing the flames to break through and burn the house.

Police officers arrived at the scene to report a suspicious number of people leaving the scene for other people to escape. In the ensuing hours, it is believed that",GPT-2
The fire flickered,"The fire flickered and then went out.
The fire was a little too close to the house.
The fire was a little too close to the house.
The fire was a little too close to the house.
The fire",OPT
"Quietly, she whispered","Quietly, she whispered, ""Goodnight, Puffin. Goodnight.""

""Thank you, Mummy.""

Mummy, who was a kind of cat, and sometimes a kind of mummy to the cats, said",GPT-Neo
"Quietly, she whispered","Quietly, she whispered into Odo's ear: ""You know I can't believe this happened with no warning, that I thought you could have died with no warning, but now that I think about it, I think you must be trying",GPT-2
"Quietly, she whispered","Quietly, she whispered to herself, ""I'm not going to let him get away with this.""

The woman was a former student of the man who had just been arrested for the murder of her husband. She had been a",OPT
The snow melted,"The snow melted to sea-level by mid-July, leaving behind a dry winter that resulted in little if any rain and drought conditions that prompted wildfires across the West and California's Central Valley.

Still, farmers in the U.S.",GPT-Neo
The snow melted,"The snow melted and melted to the point that many parts of the ground below the ground froze.

According to the Associated Press news agency, it took about a week before the surface area below the ground was under a completely dry state and water supply",GPT-2
The snow melted,"The snow melted and the sun came out.
I'm not sure if you're joking or not, but it's not snowing here.
I'm not joking.  It's been snowing here for the past few days.",OPT
In the park,"In the park, it's a walk of a mile and a half down the street, and then down a ramp to the main entrance. (Or, as it's more commonly known around town: down the street.) The park sits where the Roosevelt",GPT-Neo
In the park,"In the park, we are going to get a bunch of different things that are going to make it better. I don't want to talk about race, because it's not what I'm trying to do. I'll tell you how I think I",GPT-2
In the park,"In the park, in the park, in the park, in the park, in the park, in the park, in the park, in the park, in the park, in the park, in the park, in the park, in",OPT
He sat down,"He sat down with a smile on his face, a twinkle in his eyes. ""Good morning, Mr. Diggory. I'm sorry I was late. I took the train. It stopped at a station that I never make it to",GPT-Neo
He sat down,"He sat down and said, ""Good work."" He took a deep breath. His eyes stayed open, he was calm and collected. ""But why are you coming to this place?""

My heart was pounding with emotion and I cried out.",GPT-2
