xi,xj,LLM_model
As they brainstormed,"As they brainstormed together what they should and should not do, a lot of them just said do it immediately after it happens.

It's a good thing, because if you give a signal you can take that into consideration, and you're",GPT-2
As they brainstormed,"As they brainstormed the idea of a new game, they realized that they had to make it a game that would be fun for everyone.",OPT
The whiteboard filled,"The whiteboard filled with diagrams of the new plans, the same ones that had been drawn in her head. By the time the meeting started, she was lost. The idea of opening up the school and letting the students come in and out as they",GPT-Neo
The whiteboard filled,"The whiteboard filled with information regarding some of the ""real"" and ""fake"" things being peddled on social media, such as this post from a white supremacist Twitter account, which called a New Yorker ""a whore for wearing that red sweater""",GPT-2
The whiteboard filled,"The whiteboard filled with notes is a nice touch.
I was thinking the same thing.  I'm not sure if it's a good idea to have a whiteboard in the middle of the room, but it's a nice touch.",OPT
"Gently, she erased","Gently, she erased the note and made a little note of it, and then asked:

'And what about the boy's friends – do you know anything?'

I was surprised that she'd asked about the boys' friends.",GPT-Neo
"Gently, she erased","Gently, she erased most of her memories but found her memory erased very quickly and she became more of a friend.

It does not matter whether she remembered it or not. All her memories are erased for her and by her own efforts the",GPT-2
"Gently, she erased","Gently, she erased the last few words of the message.

""I'm sorry,"" she said. ""I'm sorry I didn't tell you. I'm sorry I didn't tell you I was pregnant.""

""I",OPT
The chalk dust,"The chalk dust was not hard. It was dry, clean and warm. The sound of the hammer on the metal was no louder than a rattle in the distance, but it was loud enough to make her heart beat faster. She stepped forward again",GPT-Neo
The chalk dust,"The chalk dust from our water bottles has been smeared all over the place,"" said Kaitlin. ""For many, it doesn't hurt. I think it may have been the rain that damaged the trees because of the sun's energy. It",GPT-2
The chalk dust,"The chalk dust is a nice touch.
I was thinking the same thing.  I'm not sure if it's chalk dust or just dust from the chalk.",OPT
In the courtroom,"In the courtroom

Posted by admin on November 20, 2014

I was in the courtroom for the first day of the trial of the man who killed my husband, my brother and my niece, and who is in prison for a murder he",GPT-Neo
In the courtroom,"In the courtroom, prosecutor Christopher M. Miller said the woman who was wounded when the vehicle exploded, an apparent suicide attempt, then returned to the area after calling 911 to tell her friends about the car's destruction. She did so.

When",GPT-2
In the courtroom,"In the courtroom, the judge is the one who decides whether or not the defendant is guilty.  The prosecutor is the one who decides whether or not the defendant is innocent.  The defense attorney is the one who decides whether or not the defendant",OPT
She presented the,"She presented the case to the jury, telling them that they were going to be asked to decide both ways. And then she added something else.
She said it might help them understand why the victim had died.

“If you can",GPT-Neo
She presented the,"She presented the ruling to King.

""The court ordered me to come and stand by the law. By the decision of the judge it was clear I had to remain and not change the way I spoke. In my mind I always said that",GPT-2
She presented the,"She presented the award to the winner of the 2017 National Book Award for Fiction, which was announced on Tuesday.

“The Luminaries” by Toni Morrison

The National Book Award for Fiction was announced on Tuesday, and",OPT
The jury listened,"The jury listened to two days of testimony before settling on a verdict on Wednesday in the trial of two former aides to ex-presidential candidate Hillary Clinton, who faced charges related to the email scandal.

In the first of three trials in the",GPT-Neo
The jury listened,"The jury listened to a sworn statement filed by the defendant's legal counsel, which was based on which portion of the jury was to take off from the verdicts. It reads: ""In my opinion, these motions are a clear indication of the judge",GPT-2
The jury listened,"The jury listened to the testimony of a woman who said she was raped by a man who was a member of the U.S. military.

The woman, who was not identified, said she was raped by a man who was a",OPT
With a sigh,"With a sigh of relief, Dr. Gouda sat down and wiped the sweat from his eyes. It was one thing to be forced to perform what he considered to be a job. It was quite another to have his life turned upside down by",GPT-Neo
With a sigh,With a sigh came a voice that told him to sit down and I followed and told him to stand up. I saw a man being dragged down a flight of steps. He looked up and saw me and we saw him standing in front of us and,GPT-2
